platform_Name,movieId,title,genres,director ,starring
Hoichoi,273,Saarey Shaitirish,Fantasy,,"  Soham Majumdar, Shataf Figar, Solanki Roy, Sohini Sengupta"
Hoichoi,274,Troilokkyo,Crime,,
Hoichoi,275,Pocketmar,Thriller,,"  Satyam Bhattacharya, Sayani Ghosh"
Hoichoi,276,Biloya,"Short, Drama",Sammratt,"Diva, Amrita Halder, Koushik Kar"
Hoichoi,277,Ha Ja Ba Ra La,Comedy,,"  Abhimanyu Mukherjee, Saurav Palodhi, Subhadip Ghosh, Ambarish Bhattacharya"
Hoichoi,278,Blue Whale,Drama,"Avi Bandyopadhyay, Anirban Guha","Darshana Banik, Satrajit Sarkar"
Hoichoi,279,Un Avenir Incertain,"Short, Drama",Satyajit Das,"Debtanu Chakraborty, Debtanu Chakraborty, Ankita Mukhopadhaya, Ankita Mukhopadhaya"
Hoichoi,280,Shoshibhushon,"Short, Thriller",Annapurna Basu,Kamaleswar Mukherjee
Hoichoi,281,Calm Sutra,Comedy,,
Hoichoi,282,Mismatch,Comedy,,"  Rachel White, Mainak Banerjee, Rituparna Dey, Rajdeep Gupta"
Hoichoi,283,Dhaka Metro,Drama,Amitabh Reza Chowdhury,
Hoichoi,284,Money Honey,"Crime, Mystery, Thriller","Krishnendu Chattopadhyay, Tanim Noor","Sumon Anowar, PriyomNaziba Bashar, Naziba Basher, Lutfur Rahman George"
Hoichoi,285,Japani Toy,Comedy,Soumik Chattopadhyay,"Rajat Ganguly, Kaushiki Guha, Rajdeep Gupta, Ishaa Saha"
Hoichoi,286,"The Stoneman Murders ,Episode: Saint and Sins (2019)",Thriller,,"  Swastika Mukherjee, Rajatabha Dutta, Rupankar Bagchi, Jit Das"
Hoichoi,287,"The Stoneman Murders ,Episode: Camouflage (2019)",Thriller,,"  Swastika Mukherjee, Rajatabha Dutta, Rupankar Bagchi"
Hoichoi,288,"The Stoneman Murders,Episode: Before the Murder (2019)",Thriller,,"  Swastika Mukherjee, Rajatabha Dutta, Rupankar Bagchi"
Hoichoi,289,"The Stoneman Murders,Episode: Face to Face (2019)",Thriller,,"  Swastika Mukherjee, Rajatabha Dutta, Rupankar Bagchi"
Hoichoi,290,"Shei Je Holud Pakhi,Episode: Golpo Amar Phurolo (2018)",Thriller,,"  Saswata Chatterjee, Tridha Choudhury, Gourab Chatterjee, Roy Angana"
Hoichoi,291,"Shei Je Holud Pakhi ,Episode: Ichchamrityu (2018)",Thriller,,"  Saswata Chatterjee, Tridha Choudhury, Gourab Chatterjee, Roy Angana"
Hoichoi,292," Shei Je Holud Pakhi,Episode: Moyna Todonto (2018)",Thriller,,"  Saswata Chatterjee, Tridha Choudhury, Gourab Chatterjee, Roy Angana"
Hoichoi,293," Shei Je Holud Pakhi,Episode: Girgiti (2018)",Thriller,,"  Saswata Chatterjee, Tridha Choudhury, Gourab Chatterjee, Roy Angana"
Hoichoi,294," Shei Je Holud Pakhi,Episode: Rongbodoler Holi (2018)",Thriller,,"  Saswata Chatterjee, Tridha Choudhury, Gourab Chatterjee, Roy Angana"
Hoichoi,295," Shei Je Holud Pakhi,Episode: Aaj Tobe Khoma Koro (2018)",Thriller,,"  Saswata Chatterjee, Tridha Choudhury, Gourab Chatterjee, Roy Angana"
Hoichoi,296,"Shei Je Holud Pakhi,Episode: Ekshalikh (2018)",Thriller,,"  Saswata Chatterjee, Tridha Choudhury, Gourab Chatterjee, Roy Angana"
Hoichoi,297,"The Stoneman Murders,Episode: Do It Now (2019)",Thriller,,"  Swastika Mukherjee, Rajatabha Dutta, Rupankar Bagchi"
Hoichoi,298,"The Stoneman Murders,Episode: Friend in Disguise (2019)",Thriller,,"  Swastika Mukherjee, Rajatabha Dutta, Rupankar Bagchi"
Hoichoi,299," The Stoneman Murders,Episode: Hide and Seek (2019)",Thriller,,"  Swastika Mukherjee, Rajatabha Dutta, Rupankar Bagchi"
Hoichoi,300,"The Stoneman Murders,Episode: Revenge (2019)",Thriller,,"  Swastika Mukherjee, Rajatabha Dutta, Rupankar Bagchi"
Hoichoi,301," The Stoneman Murders,Episode: In Search of a Mystery (2019)",Thriller,,"  Swastika Mukherjee, Rajatabha Dutta, Rupankar Bagchi"
Hoichoi,302,"Kamini,Episode: Defective Agency (2019)",Horror,Rick Basu,"Barkha Bisht, Chhandak Choudhury, Saurav Das, Trina Saha"
Hoichoi,303," Kamini,Episode: Birjopaat (2019)",Horror,Rick Basu," Barkha Bisht, Sanjay Biswas, Saurav Das, Trina Saha"
Hoichoi,304,"Kamini,Episode: Bijli (2019)",Horror,Rick Basu,"Barkha Bisht, Sanjay Biswas, Saurav Das, Kharaj Mukherjee"
Hoichoi,305,"Kamini,Episode: Bijli (2019)",Horror,Rick Basu,"Barkha Bisht, Saurav Das, Kharaj Mukherjee, Trina Saha"
Hoichoi,306,"Kamini,Episode: Chunomacch (2019)",Horror,Rick Basu,"Barkha Bisht, Saurav Das, Kharaj Mukherjee, Manasi Sinha"
Hoichoi,307,"Kamini,Episode: Rajababu (2019)",Horror,Rick Basu," Barkha Bisht, Saurav Das, Kharaj Mukherjee, Manasi Sinha"
Hoichoi,308," Kamini,Episode: Rajbarir Ondore (2019)",Horror,Rick Basu,"Barkha Bisht, Saurav Das, Kharaj Mukherjee, Ankita Roy"
Hoichoi,309,"Kamini,Episode: Tumi Kaamer Phaade Porecho (2019)",Horror,Rick Basu,"Barkha Bisht, Saurav Das, Ankita Roy, Trina Saha"
Hoichoi,310,"Paanch Phoron,Episode: Afternoon Audition (2020)",Romance,Rick Basu," Roshni Ali, Anindya Pulak Banerjee, Biswajit Ghosh, Swastika Mukherjee"
Hoichoi,311," Case Jaundice,Episode: Humans Vs. Corona (2020)",Comedy,,"  Anirban Chakrabarti, Parambrata Chattopadhyay, Ankush Hazra"
Hoichoi,312,"Case Jaundice,Episode: Police Vs. Mask (2020)",Comedy,,"  Anirban Chakrabarti, Parambrata Chattopadhyay, Ankush Hazra"
Hoichoi,313," Case Jaundice,Episode: Private Vs. Public Society (2020)",Comedy,,"  Anirban Chakrabarti, Parambrata Chattopadhyay, Ankush Hazra"
